20170406194553,15-Year Fixed Rate,0.035
20170406194553,7/1 ARM,0.03625
20170406194553,5/1 ARM,0.035
20170406194553,30-Year Fixed-Rate Jumbo,0.04125
20170406194553,15-Year Fixed-Rate Jumbo,0.03875
20170406194553,7/1 ARM Jumbo,0.03375
20170408051541,30-Year Fixed Rate,0.0425
20170408051541,30-Year Fixed-Rate FHA,0.04375
20170408051541,30-Year Fixed-Rate VA,0.04
20170408051541,15-Year Fixed Rate,0.03625
20170408051541,7/1 ARM,0.0375
20170408051541,5/1 ARM,0.03625
20170408051541,30-Year Fixed-Rate Jumbo,0.04125
20170408051541,15-Year Fixed-Rate Jumbo,0.03875
20170408051541,7/1 ARM Jumbo,0.03375
20170408051541,30-Year Fixed Rate,0.0425
20170408051541,30-Year Fixed-Rate FHA,0.04375
20170408051541,30-Year Fixed-Rate VA,0.04
20170408051541,15-Year Fixed Rate,0.03625
20170408051541,7/1 ARM,0.0375
20170408051541,5/1 ARM,0.03625
20170408051541,30-Year Fixed-Rate Jumbo,0.04125
20170408051541,15-Year Fixed-Rate Jumbo,0.03875
20170408051541,7/1 ARM Jumbo,0.03375
20170411022024,30-Year Fixed Rate,0.0425
20170411022024,30-Year Fixed-Rate FHA,0.04375
20170411022024,30-Year Fixed-Rate VA,0.04
20170411022024,15-Year Fixed Rate,0.03625
20170411022024,7/1 ARM,0.0375
20170411022024,5/1 ARM,0.03625
20170411022024,30-Year Fixed-Rate Jumbo,0.04125
20170411022024,15-Year Fixed-Rate Jumbo,0.03875
20170411022024,7/1 ARM Jumbo,0.03375
20170415060337,30-Year Fixed Rate,0.04125
20170415060337,30-Year Fixed-Rate FHA,0.0425
20170415060337,30-Year Fixed-Rate VA,0.03875
20170415060337,15-Year Fixed Rate,0.03375
20170415060337,7/1 ARM,0.03625
20170415060337,5/1 ARM,0.035
20170415060337,30-Year Fixed-Rate Jumbo,0.04
20170415060337,15-Year Fixed-Rate Jumbo,0.0375
20170415060337,7/1 ARM Jumbo,0.0325
20170415060337,30-Year Fixed Rate,0.04125
20170415060337,30-Year Fixed-Rate FHA,0.0425
20170415060337,30-Year Fixed-Rate VA,0.03875
20170415060337,15-Year Fixed Rate,0.03375
20170415060337,7/1 ARM,0.03625
20170415060337,5/1 ARM,0.035
20170415060337,30-Year Fixed-Rate Jumbo,0.04
20170415060337,15-Year Fixed-Rate Jumbo,0.0375
20170415060337,7/1 ARM Jumbo,0.0325
20170422065256,30-Year Fixed Rate,0.04125
20170422065256,30-Year Fixed-Rate FHA,0.04375
20170422065256,30-Year Fixed-Rate VA,0.03875
20170422065256,15-Year Fixed Rate,0.035
20170422065256,7/1 ARM,0.03625
20170422065256,5/1 ARM,0.035
20170422065256,30-Year Fixed-Rate Jumbo,0.04
20170422065256,15-Year Fixed-Rate Jumbo,0.0375
20170422065256,7/1 ARM Jumbo,0.0325
20170422065256,30-Year Fixed Rate,0.04125
20170422065256,30-Year Fixed-Rate FHA,0.04375
20170422065256,30-Year Fixed-Rate VA,0.03875
20170422065256,15-Year Fixed Rate,0.035
20170422065256,7/1 ARM,0.03625
20170422065256,5/1 ARM,0.035
20170422065256,30-Year Fixed-Rate Jumbo,0.04
20170422065256,15-Year Fixed-Rate Jumbo,0.0375
20170422065256,7/1 ARM Jumbo,0.0325
20170429065115,30-Year Fixed Rate,0.04125
20170429065115,30-Year Fixed-Rate FHA,0.045
20170429065115,30-Year Fixed-Rate VA,0.04
20170429065115,15-Year Fixed Rate,0.035
20170429065115,7/1 ARM,0.0375
20170429065115,5/1 ARM,0.03625
20170429065115,30-Year Fixed-Rate Jumbo,0.04125
20170429065115,15-Year Fixed-Rate Jumbo,0.03875
20170429065115,7/1 ARM Jumbo,0.03375
20170429065115,30-Year Fixed Rate,0.04125
20170429065115,30-Year Fixed-Rate FHA,0.045
20170429065115,30-Year Fixed-Rate VA,0.04
20170429065115,15-Year Fixed Rate,0.035
20170429065115,7/1 ARM,0.0375
20170429065115,5/1 ARM,0.03625
20170429065115,30-Year Fixed-Rate Jumbo,0.04125
20170429065115,15-Year Fixed-Rate Jumbo,0.03875
20170429065115,7/1 ARM Jumbo,0.03375
20170504014131,30-Year Fixed Rate,0.04125
20170504014131,30-Year Fixed-Rate FHA,0.045
20170504014131,30-Year Fixed-Rate VA,0.03875
20170504014131,15-Year Fixed Rate,0.035
20170504014131,7/1 ARM,0.0375
20170504014131,5/1 ARM,0.03625
20170504014131,30-Year Fixed-Rate Jumbo,0.04125
20170504014131,15-Year Fixed-Rate Jumbo,0.03875
20170504014131,7/1 ARM Jumbo,0.03375
20170506072002,30-Year Fixed Rate,0.04125
20170506072002,30-Year Fixed-Rate FHA,0.045
20170506072002,30-Year Fixed-Rate VA,0.03875
20170506072002,15-Year Fixed Rate,0.035
20170506072002,7/1 ARM,0.0375
20170506072002,5/1 ARM,0.03625
20170506072002,30-Year Fixed-Rate Jumbo,0.04125
20170506072002,15-Year Fixed-Rate Jumbo,0.03875
20170506072002,7/1 ARM Jumbo,0.03375
20170506072002,30-Year Fixed Rate,0.04125
20170506072002,30-Year Fixed-Rate FHA,0.045
20170506072002,30-Year Fixed-Rate VA,0.03875
20170506072002,15-Year Fixed Rate,0.035
20170506072002,7/1 ARM,0.0375
20170506072002,5/1 ARM,0.03625
20170506072002,30-Year Fixed-Rate Jumbo,0.04125
20170506072002,15-Year Fixed-Rate Jumbo,0.03875
20170506072002,7/1 ARM Jumbo,0.03375
20170513080343,30-Year Fixed Rate,0.0425
20170513080343,30-Year Fixed-Rate FHA,0.045
20170513080343,30-Year Fixed-Rate VA,0.04
20170513080343,15-Year Fixed Rate,0.035
20170513080343,7/1 ARM,0.0375
20170513080343,5/1 ARM,0.035
20170513080343,30-Year Fixed-Rate Jumbo,0.04125
20170513080343,15-Year Fixed-Rate Jumbo,0.03875
20170513080343,7/1 ARM Jumbo,0.03375
20170513080343,30-Year Fixed Rate,0.0425
20170513080343,30-Year Fixed-Rate FHA,0.045
20170513080343,30-Year Fixed-Rate VA,0.04
20170513080343,15-Year Fixed Rate,0.035
20170513080343,7/1 ARM,0.0375
20170513080343,5/1 ARM,0.035
20170513080343,30-Year Fixed-Rate Jumbo,0.04125
20170513080343,15-Year Fixed-Rate Jumbo,0.03875
20170513080343,7/1 ARM Jumbo,0.03375
20170520055253,30-Year Fixed Rate,0.04125
20170520055253,30-Year Fixed-Rate FHA,0.04375
20170520055253,30-Year Fixed-Rate VA,0.03875
20170520055253,15-Year Fixed Rate,0.03375
20170520055253,7/1 ARM,0.03625
20170520055253,5/1 ARM,0.035
20170520055253,30-Year Fixed-Rate Jumbo,0.04
20170520055253,15-Year Fixed-Rate Jumbo,0.0375
20170520055253,7/1 ARM Jumbo,0.0325
20170520081715,30-Year Fixed Rate,0.04125
20170520081715,30-Year Fixed-Rate FHA,0.04375
20170520081715,30-Year Fixed-Rate VA,0.03875
20170520081715,15-Year Fixed Rate,0.03375
20170520081715,7/1 ARM,0.03625
20170520081715,5/1 ARM,0.035
20170520081715,30-Year Fixed-Rate Jumbo,0.04
20170520081715,15-Year Fixed-Rate Jumbo,0.0375
20170520081715,7/1 ARM Jumbo,0.0325
20170520081715,30-Year Fixed Rate,0.04125
20170520081715,30-Year Fixed-Rate FHA,0.04375
20170520081715,30-Year Fixed-Rate VA,0.03875
20170520081715,15-Year Fixed Rate,0.03375
20170520081715,7/1 ARM,0.03625
20170520081715,5/1 ARM,0.035
20170520081715,30-Year Fixed-Rate Jumbo,0.04
20170520081715,15-Year Fixed-Rate Jumbo,0.0375
20170520081715,7/1 ARM Jumbo,0.0325
20170527091049,30-Year Fixed Rate,0.04
20170527091049,30-Year Fixed-Rate FHA,0.04375
20170527091049,30-Year Fixed-Rate VA,0.03875
20170527091049,15-Year Fixed Rate,0.03375
20170527091049,7/1 ARM,0.03625
20170527091049,5/1 ARM,0.035
20170527091049,30-Year Fixed-Rate Jumbo,0.04
20170527091049,15-Year Fixed-Rate Jumbo,0.0375
20170527091049,7/1 ARM Jumbo,0.03375
20170527091049,30-Year Fixed Rate,0.04
20170527091049,30-Year Fixed-Rate FHA,0.04375
20170527091049,30-Year Fixed-Rate VA,0.03875
20170527091049,15-Year Fixed Rate,0.03375
20170527091049,7/1 ARM,0.03625
20170527091049,5/1 ARM,0.035
20170527091049,30-Year Fixed-Rate Jumbo,0.04
20170527091049,15-Year Fixed-Rate Jumbo,0.0375
20170527091049,7/1 ARM Jumbo,0.03375
20170603093508,30-Year Fixed Rate,0.04
20170603093508,30-Year Fixed-Rate FHA,0.04375
20170603093508,30-Year Fixed-Rate VA,0.0375
20170603093508,15-Year Fixed Rate,0.03375
20170603093508,7/1 ARM,0.03625
20170603093508,5/1 ARM,0.035
20170603093508,30-Year Fixed-Rate Jumbo,0.03875
20170603093508,15-Year Fixed-Rate Jumbo,0.03625
20170603093508,7/1 ARM Jumbo,0.0325
20170603093508,10/1 ARM Jumbo,0.035
20170603093508,30-Year Fixed Rate,0.04
20170603093508,30-Year Fixed-Rate FHA,0.04375
20170603093508,30-Year Fixed-Rate VA,0.0375
20170603093508,15-Year Fixed Rate,0.03375
20170603093508,7/1 ARM,0.03625
20170603093508,5/1 ARM,0.035
20170603093508,30-Year Fixed-Rate Jumbo,0.03875
20170603093508,15-Year Fixed-Rate Jumbo,0.03625
20170603093508,7/1 ARM Jumbo,0.0325
20170603093508,10/1 ARM Jumbo,0.035
20170610095142,30-Year Fixed Rate,0.03875
20170610095142,30-Year Fixed-Rate FHA,0.045
20170610095142,30-Year Fixed-Rate VA,0.0375
20170610095142,15-Year Fixed Rate,0.03375
20170610095142,7/1 ARM,0.03625
20170610095142,5/1 ARM,0.035
20170610095142,30-Year Fixed-Rate Jumbo,0.04
20170610095142,15-Year Fixed-Rate Jumbo,0.0375
20170610095142,7/1 ARM Jumbo,0.03375
20170610095142,10/1 ARM Jumbo,0.03625
20170610095142,30-Year Fixed Rate,0.03875
20170610095142,30-Year Fixed-Rate FHA,0.045
20170610095142,30-Year Fixed-Rate VA,0.0375
20170610095142,15-Year Fixed Rate,0.03375
20170610095142,7/1 ARM,0.03625
20170610095142,5/1 ARM,0.035
20170610095142,30-Year Fixed-Rate Jumbo,0.04
20170610095142,15-Year Fixed-Rate Jumbo,0.0375
20170610095142,7/1 ARM Jumbo,0.03375
20170610095142,10/1 ARM Jumbo,0.03625
20170617101500,30-Year Fixed Rate,0.03875
20170617101500,30-Year Fixed-Rate FHA,0.045
20170617101500,30-Year Fixed-Rate VA,0.0375
20170617101500,15-Year Fixed Rate,0.03375
20170617101500,7/1 ARM,0.03625
20170617101500,5/1 ARM,0.035
20170617101500,30-Year Fixed-Rate Jumbo,0.04
20170617101500,15-Year Fixed-Rate Jumbo,0.0375
20170617101500,7/1 ARM Jumbo,0.03375
20170617101500,10/1 ARM Jumbo,0.03625
20170617101500,30-Year Fixed Rate,0.03875
20170617101500,30-Year Fixed-Rate FHA,0.045
20170617101500,30-Year Fixed-Rate VA,0.0375
20170617101500,15-Year Fixed Rate,0.03375
20170617101500,7/1 ARM,0.03625
20170617101500,5/1 ARM,0.035
20170617101500,30-Year Fixed-Rate Jumbo,0.04
20170617101500,15-Year Fixed-Rate Jumbo,0.0375
20170617101500,7/1 ARM Jumbo,0.03375
20170617101500,10/1 ARM Jumbo,0.03625
20170624102529,30-Year Fixed Rate,0.04
20170624102529,30-Year Fixed-Rate FHA,0.045
20170624102529,30-Year Fixed-Rate VA,0.0375
20170624102529,15-Year Fixed Rate,0.03375
20170624102529,7/1 ARM,0.03625
